source_type,intermediate_type,descending_type,intermediate_neurons,path_instances,total_visual_to_intermediate_weight,total_intermediate_to_descending_weight
LPLC2,LT69,DNpe016,1,1,1,2
LPLC2,LT69,DNp27,2,2,2,2
LPLC2,vCal3,DNp07,1,1,85,2
LC4,CL309,DNg01_c,1,1,1,2
LPLC2,LT64,DNge107,1,1,1,2
LPLC2,LT61a,DNp30,2,2,17,2
LC4,CL323,DNa16,2,2,365,2
LC4,CL140,DNae008,1,1,226,2
LPLC2,LT78,DNp34,2,2,3,2
LPLC2,LT78,DNpe005,2,2,2,2
LPLC2,PVLP141,DNge135,1,1,17,2
LC4,CL323,DNg01_unclear,1,1,206,2
LC4,CL323,DNg91,2,2,513,2
LPLC2,LT61b,DNpe031,1,2,12,2
LPLC2,LT61b,DNp64,1,2,36,2
LC4,,DNg01_unclear,1,1,296,2
LC4,CL128a,DNpe002,2,2,61,2
LPLC2,LT61b,DNp04,1,1,18,2
LC4,CL323,DNp18,1,1,151,2
LC4,CL323,DNp34,1,1,151,2
LPLC2,LT61a,DNpe025,1,1,6,2
LPLC2,LT61a,DNp45,1,1,11,2
LPLC2,LT62,DNpe056,2,2,13,2
LC4,CL323,DNa07,2,2,357,2
LC4,CL140,DNg79,1,1,208,2
LPLC2,PVLP141,DNp05,2,2,46,2
LPLC2,LT64,DNg111,1,1,2,2
LC4,CL309,DNg82,1,1,1,2
LPLC2,vCal3,DNg08,1,1,85,2
LPLC2,PVLP141,DNpe002,1,1,29,2
LPLC2,LT64,DNb01,1,1,2,2
LPLC2,LT64,DNae009,1,1,2,2
LPLC2,LT64,DNa10,2,2,3,2
LPLC2,LT64,DNa09,1,2,2,2
LPLC2,PVLP141,DNp45,1,1,17,2
LC4,CL309,DNp49,1,2,2,2
LPLC2,LT63,DNpe021,1,1,3,2
LPLC2,PVLP144,DNpe027,1,1,7,2
LC4,CL309,DNpe020,1,1,1,2
LPLC2,LT63,DNp27,1,2,6,2
LPLC2,LT63,DNp104,1,1,3,2
LPLC2,PVLP150,DNpe022,1,1,157,2
LC4,CL066,DNpe005,1,1,3,2
LPLC2,PVLP137,DNpe031,1,1,188,2
LC4,CL053,DNp27,1,2,2,2
LC4,GNG506,DNg14,1,1,1,2
LPLC2,LPT60,DNge142,2,2,21,2
LC4,GNG506,DNg29,1,1,1,2
LC4,GNG506,DNg45,1,1,1,2
LC4,GNG506,DNg57,1,1,1,2
LPLC2,vCal1,DNg06,1,1,1,2
LC4,5-HTPMPV03,DNa04,2,2,2,2
LC4,GNG506,DNg72,1,1,1,2
LC4,CL053,DNge175,1,1,1,2
LPLC2,LPT60,DNge050,1,1,7,2
LC4,5-HTPMPV03,DNa05,1,2,2,2
LPLC2,LT86,DNg31,1,1,2,2
LC4,GNG506,DNg96,1,1,1,2
LC4,GNG506,DNge008,1,1,1,2
LPLC2,LPT60,DNg93,2,2,21,2
LPLC2,LPT60,DNge148,2,2,21,2
LPLC2,LT85,DNpe002,1,1,1,2
LPLC2,LPT60,DNg75,1,1,7,2
LC4,GNG506,DNg100,1,1,1,2
LPLC2,LPi2b,DNp27,1,2,8,2
LPLC2,LPi21,DNp27,2,2,56,2
LPLC2,PVLP137,DNg45,1,1,136,2
LC4,GNG343,DNge138,2,2,11,2
LPLC2,LPT60,DNpe053,1,1,7,2
LPLC2,LPT60,DNpe040,1,1,14,2
LPLC2,LT85,DNge062,1,1,1,2
LPLC2,PVLP137,DNg33,1,1,188,2
LPLC2,LT85,DNge068,1,1,1,2
LPLC2,LPT60,DNp49,1,1,7,2
LPLC2,LT85,DNge101,1,1,1,2
LPLC2,LPT60,DNp32,1,2,14,2
LPLC2,LPT60,DNp14,1,1,7,2
LPLC2,LPT60,DNp104,1,1,14,2
LPLC2,LT85,DNp34,1,1,1,2
LC4,5-HTPMPV03,DNa07,1,2,2,2
LPLC2,LPT60,DNg74_b,1,1,7,2
LC4,GNG343,DNge130,1,1,6,2
LPLC2,LT86,DNp32,1,1,2,2
LPLC2,LT86,DNp42,1,1,2,2
LC4,GNG517,DNg87,1,1,3,2
LC4,GNG517,DNge038,1,1,3,2
LC4,5-HTPMPV03,DNae008,2,2,2,2
LPLC2,LPT59,DNb04,1,1,7,2
LC4,GNG517,DNp66,1,1,3,2
LPLC2,PVLP130,DNpe025,1,1,1401,2
LC4,CL053,DNg34,1,1,1,2
LC4,IB114,DNae009,2,2,416,2
LC4,CL053,DNg08,1,1,1,2
LPLC2,LPT54,DNd02,1,1,2,2
LC4,5-HTPMPV03,DNb01,2,2,2,2
LPLC2,LPT53,DNg36_a,1,2,2,2
LC4,IB114,DNg111,1,1,208,2
LPLC2,LPT52,aSP22,1,1,2,2
LC4,CL053,DNg94,1,1,1,2
LPLC2,LPT59,DNg51,1,1,7,2
LPLC2,LT86,DNg86,1,1,2,2
LC4,GNG517,DNd03,1,1,3,2
LC4,5-HTPMPV03,DNa08,2,2,2,2
LPLC2,LT86,DNge037,1,1,2,2
LPLC2,LPT60,DNg105,1,1,7,2
LPLC2,PVLP137,DNa02,1,1,188,2
LC4,GNG506,DNge143,1,1,1,2
LPLC2,LPT60,DNd02,2,2,21,2
LC4,5-HTPMPV03,DNa16,2,2,2,2
LPLC2,LPT59,DNpe027,1,1,11,2
LC4,GNG506,DNp09,1,1,1,2
LC4,CL053,DNge016,1,1,1,2
LPLC2,PVLP135,DNp70,1,1,1,2
LC4,GNG506,DNpe020,1,1,1,2
LC4,5-HTPMPV03,DNae002,1,2,2,2
LC4,GNG506,DNpe050,1,1,1,2
LPLC2,PVLP135,DNp103,2,2,15,2
LC4,CL066,DNa08,1,2,6,2
LPLC2,LPi2e,DNp30,1,1,1,2
LPLC2,PVLP137,DNpe026,1,1,188,2
LPLC2,PVLP137,DNp14,2,2,324,2
LPLC2,PVLP137,DNp09,1,1,188,2
LPLC2,PVLP137,DNp05,1,1,136,2
LPLC2,LT82a,"DNp51,DNpe019",1,2,44,2
LC4,GNG300,DNpe056,1,1,84,2
LPLC2,LT41,DNa01,1,1,1,2
LPLC2,LT40,DNpe050,1,1,5,2
LPLC2,PVLP137,DNge138,1,1,136,2
LPLC2,LT82a,DNpe001,1,1,8,2
LPLC2,LT40,DNp63,1,1,5,2
LPLC2,LT40,DNp45,1,1,5,2
LPLC2,LT40,DNp27,1,1,5,2
LC4,GNG340,DNg33,1,1,9,2
LPLC2,LT40,DNge060,1,1,1,2
LC4,CL066,DNp16_a,1,1,3,2
LC4,,DNpe039,1,1,290,2
LPLC2,LT41,MDN,2,2,2,2
LC4,CL066,DNp54,1,2,6,2
LPLC2,LT82a,DNpe040,1,1,8,2
LC4,CL066,DNp63,1,1,3,2
LC4,GNG300,DNge082,1,1,84,2
LC4,GNG300,DNge099,1,1,60,2
LPLC2,PVLP137,DNp71,1,1,136,2
LPLC2,LT82a,DNae001,1,1,20,2
LC4,GNG300,DNge121,1,2,120,2
LPLC2,PVLP137,DNp64,2,2,324,2
LPLC2,LT42,DNpe013,1,1,1,2
LPLC2,LT42,DNpe011,1,1,1,2
LC4,GNG300,DNge138,1,2,168,2
LPLC2,LT82a,DNb02,2,2,30,2
LC4,GNG300,DNge139,1,1,84,2
LPLC2,PVLP137,DNp52,1,1,136,2
LPLC2,LT82a,DNg01_c,1,1,20,2
LPLC2,LT42,DNge041,1,1,1,2
LPLC2,PVLP137,DNp34,1,2,376,2
LC4,GNG340,DNg87,1,1,9,2
LPLC2,LT40,DNg111,2,2,6,2
LPLC2,PVLP137,DNg60,1,1,188,2
LPLC2,PVLP151,DNbe004,1,1,1320,2
LPLC2,PVLP137,DNge013,2,2,324,2
LC4,CL066,DNb09,1,1,3,2
LC4,GNG343,DNg68,1,2,12,2
LPLC2,LT1c,DNp11,1,1,3,2
LC4,GNG343,DNge010,2,2,11,2
LPLC2,LT84,DNg111,1,1,1,2
LPLC2,LT84,DNp36,1,2,2,2
LPLC2,PVLP137,DNg81,2,2,324,2
LPLC2,PVLP137,DNg77,1,1,188,2
LC4,GNG343,DNge044,2,2,11,2
LPLC2,LT11,DNp35,2,2,10,2
LC4,GNG343,DNge047,1,2,12,2
LPLC2,LT11,DNp29,1,1,6,2
LPLC2,PVLP151,DNc02,1,1,2073,2
LPLC2,LT85,DNbe007,1,1,1,2
LPLC2,LT83,DNp64,2,2,10,2
LC4,CL066,DNbe002,1,2,6,2
LC4,GNG340,DNge010,1,1,9,2
LPLC2,LT34,DNp27,2,2,3,2
LPLC2,LT82a,aSP22,2,2,40,2
LC4,GNG340,DNge046,1,1,9,2
LC4,GNG340,DNge079,1,1,9,2
LPLC2,LT39,DNp71,1,1,6,2
LPLC2,LT82b,DNa16,1,1,17,2
LPLC2,PVLP137,DNge054,2,2,324,2
LC4,GNG340,DNge133,1,2,18,2
LC4,GNG340,DNp12,1,2,18,2
LPLC2,PVLP137,DNge047,2,2,324,2
LC4,GNG340,DNpe052,1,1,9,2
LC4,CL066,DNg03,1,2,6,2
LPLC2,LT34,DNpe053,1,1,2,2
LC4,CL066,DNbe004,1,1,3,2
LPLC2,LT82b,DNpe057,1,1,17,2
LPLC2,LT34,DNp36,1,1,1,2
LC4,CB4179,DNge133,1,1,17,2
LPLC2,LC43,DNp32,1,1,1,2
LPLC2,LC39b,DNpe055,1,1,9,2
LPLC2,IB114,DNae009,2,2,545,2
LPLC2,IB114,DNg74_b,1,1,152,2
LPLC2,IB114,DNg111,1,1,152,2
LPLC2,LoVC22,DNg111,1,1,1,2
LC4,AN07B004,DNp11,1,1,3,2
LC4,Li29,DNp30,1,2,2,2
LC4,Li32,DNp27,1,1,6,2
LC4,AN07B004,DNp19,1,1,3,2
LC4,LoVC11,DNa08,1,1,1,2
LC4,CB4179,DNge119,2,2,18,2
LC4,AN07B004,DNp27,2,2,6,2
LC4,LoVC11,DNa11,1,1,1,2
LPLC2,HST,DNge152,1,1,1,2
LPLC2,HST,DNge138,1,1,2,2
LC4,LoVC11,DNa16,1,1,1,2
LPLC2,HST,DNge072,1,1,2,2
LC4,AN07B004,DNp49,1,1,3,2
LC4,AVLP016,DNg30,2,2,115,2
LPLC2,IB114,DNge053,1,2,786,2
LPLC2,IB114,DNge099,2,2,545,2
LPLC2,PVLP093,DNpe042,1,1,386,2
LC4,Li13,DNp27,1,1,1,2
LPLC2,IB114,DNp49,1,1,152,2
LPLC2,PVLP209m,DNge123,1,1,6,2
LC4,Li15,DNp27,2,2,2,2
LPLC2,PVLP093,pMP2,2,2,704,2
LC4,Li17,DNc01,1,1,4,2
LPLC2,LoVC22,DNc01,2,2,2,2
LC4,CB4102,DNp27,1,1,11,2
LPLC2,IB114,DNp14,1,1,393,2
LC4,Li21,DNp27,2,2,3,2
LPLC2,IB114,DNp101,1,2,304,2
LPLC2,LoVC22,DNde005,1,1,5,2
LC4,Li26,DNp27,2,2,6,2
LPLC2,PVLP093,DNpe043,1,1,318,2
LPLC2,LoVC22,DNg02_g,2,2,2,2
LPLC2,HST,DNb06,1,1,1,2
LPLC2,PVLP093,DNp49,1,1,386,2
LPLC2,PVLP093,DNp45,1,2,636,2
LC4,LoVC11,aSP22,1,1,1,2
LC4,AN07B004,DNpe053,1,2,6,2
LPLC2,HSN,DNa13,1,1,15,2
LPLC2,PVLP093,DNbe007,1,1,386,2
LC4,LoVC13,DNge064,1,1,8,2
LC4,LoVC13,DNge135,1,1,8,2
LPLC2,HSE,DNae002,1,1,1,2
LPLC2,PVLP082,DNp34,1,1,2,2
LPLC2,LoVC22,DNge136,2,2,2,2
LC4,LoVC15,DNa04,1,1,6,2
LPLC2,H2,DNge152,1,1,54,2
LPLC2,PVLP082,DNp103,1,1,2,2
LPLC2,H2,DNge115,1,1,54,2
LC4,AN07B004,aSP22,1,1,3,2
LPLC2,LoVC22,DNp08,2,2,2,2
LPLC2,H2,DNge088,2,2,99,2
LPLC2,HSN,DNb02,2,2,26,2
LC4,LoVC11,DNpe052,1,1,1,2
LC4,AN07B004,DNp70,1,1,3,2
LC4,LoVC11,DNpe049,1,1,1,2
LPLC2,HSS,DNpe017,1,1,6,2
LPLC2,HSS,DNpe013,1,1,6,2
LC4,AN07B004,DNpe002,1,1,3,2
LPLC2,WED117,DNp11,2,2,3,2
LPLC2,HSS,DNge116,1,1,6,2
LPLC2,PVLP093,DNp30,1,1,318,2
LPLC2,LoVC22,DNg92_b,1,1,1,2
LC4,LoVC11,DNg88,1,1,1,2
LPLC2,HSS,DNg12_a,1,1,4,2
LC4,LoVC11,DNp07,1,1,1,2
LPLC2,PVLP093,DNge138,2,2,704,2
LPLC2,PVLP093,DNge026,2,2,704,2
LC4,CB4102,DNg91,2,2,110,2
LC4,LoVC11,DNpe017,1,2,2,2
LC4,LoVC11,DNpe023,1,1,1,2
LPLC2,PVLP097,DNp27,2,2,3,2
LPLC2,IB114,DNp63,2,2,545,2
LPLC2,IB114,DNp69,1,1,393,2
LPLC2,PVLP106,DNp69,1,1,30,2
LC4,LT82a,DNae001,1,1,158,2
LC4,LT82a,DNb02,2,2,387,2
LC4,CB4102,pIP1,1,1,47,2
LPLC2,LoVC18,DNpe025,2,2,8,2
LC4,AN07B004,DNge056,1,1,3,2
LC4,LT82a,DNg01_c,1,1,158,2
LPLC2,LAL026_a,DNge129,1,1,5,2
LC4,LT82a,"DNp51,DNpe019",1,2,378,2
LPLC2,PVLP100,DNpe052,1,1,1,2
LC4,LT82a,DNpe001,1,1,198,2
LPLC2,LAL026_a,DNg111,1,1,5,2
LPLC2,PVLP100,DNp64,1,1,1,2
LPLC2,PVLP209m,DNg75,1,1,3,2
LC4,LT82a,DNpe040,1,1,198,2
LPLC2,LAL026_a,DNae010,2,2,9,2
LPLC2,LoVC18,DNpe018,1,1,6,2
LC4,AN07B004,DNge041,1,1,3,2
LC4,LT82b,DNa16,1,1,71,2
LPLC2,LAL026_a,DNpe052,1,1,5,2
LC4,LT78,DNpe050,2,2,2,2
LPLC2,LAL026_b,DNde002,1,1,2,2
LC4,LT79,DNp06,1,1,1,2
LPLC2,LAL026_b,DNae009,1,1,2,2
LC4,LT79,DNp71,1,1,1,2
LC4,AN07B004,DNge017,2,2,6,2
LC4,LT79,DNpe040,1,1,1,2
LC4,AN07B004,DNge032,2,2,6,2
LC4,AN07B004,DNge038,1,2,6,2
LPLC2,PVLP209m,DNde007,2,2,9,2
LPLC2,PVLP106,DNpe021,1,1,30,2
LPLC2,LAL026_a,pIP1,2,2,9,2
LPLC2,LoVC18,DNpe011,2,2,8,2
LPLC2,LoVC18,DNpe013,2,2,8,2
LC4,LT81,DNpe003,1,1,2,2
LC4,LT82a,aSP22,2,2,360,2
LPLC2,PVLP100,DNp31,1,1,1,2
LPLC2,PVLP097,DNp35,2,2,3,2
LC4,LT85,DNge068,1,1,1,2
LC4,LT85,DNp29,1,1,1,2
LC4,LT85,DNp32,1,1,1,2
LC4,LT85,DNp34,1,1,1,2
LPLC2,PVLP100,DNbe007,1,1,1,2
LC4,LT85,DNpe002,1,1,1,2
LPLC2,LAL016,DNa11,1,1,77,2
LPLC2,WED117,DNpe045,1,1,1,2
LPLC2,LAL016,DNa02,1,1,77,2
LC4,LT85,DNpe003,2,2,2,2
LPLC2,IB114,pIP10,2,2,545,2
LPLC2,IB114,pIP1,1,1,393,2
LC4,LT85,DNpe016,1,1,1,2
LPLC2,IB114,DNpe056,1,1,393,2
LPLC2,LoVC22,DNae009,1,1,1,2
LPLC2,PVLP097,DNp55,2,2,3,2
LC4,LT85,DNge101,1,1,1,2
LC4,LT85,DNge062,1,1,1,2
LPLC2,LoVC18,aSP22,2,2,12,2
LC4,LT85,DNge060,1,1,1,2
LC4,AN07B004,DNge097,1,1,3,2
LC4,LT82b,DNpe057,1,1,71,2
LPLC2,LoVC18,pIP10,2,2,13,2
LPLC2,LAL016,DNpe031,1,2,154,2
LC4,LT83,DNp64,2,2,16,2
LPLC2,PVLP100,DNge054,1,1,1,2
LPLC2,LAL016,DNp54,1,1,77,2
LPLC2,LAL016,DNp06,1,1,77,2
LPLC2,LAL016,DNge136,1,1,77,2
LPLC2,LoVC22,DNa01,2,2,7,2
LPLC2,LAL016,DNge129,1,1,77,2
LC4,AN07B004,DNge115,1,1,3,2
LC4,CB4102,DNpe002,1,1,47,2
LPLC2,LAL016,DNg111,1,1,77,2
LPLC2,LAL016,DNg101,1,1,77,2
LC4,LoVC15,DNae007,1,1,8,2
LPLC2,H2,DNge071,1,1,45,2
LC4,AN08B010,DNa08,1,1,6,2
LC4,LoVC22,DNb04,2,2,3,2
LPLC2,CL367,DNge059,1,1,7,2
LPLC2,PVLP074,DNp66,2,2,609,2
LC4,LoVC22,DNbe003,1,1,1,2
LC4,LoVC22,DNc01,2,2,3,2
LC4,LoVC22,DNde002,2,2,3,2
LPLC2,CL367,DNg74_b,1,2,14,2
LC4,LoVC22,DNg02_g,2,2,3,2
LC4,CB4101,DNge026,1,1,2,2
LPLC2,PVLP074,DNp09,1,1,200,2
LPLC2,CL367,DNg21,1,1,7,2
LC4,AN09A005,DNc01,1,1,1,2
LC4,LoVC22,DNg111,1,1,2,2
LPLC2,PVLP209m,DNp68,1,1,6,2
LPLC2,CL367,DNg101,1,1,7,2
LPLC2,CL367,DNg100,1,1,7,2
LPLC2,CL367,DNge099,1,1,7,2
LC4,LoVC22,DNae009,1,1,2,2
LC4,LoVC22,DNg49,2,2,2,2
LPLC2,LoVC22,DNpe026,2,2,2,2
LPLC2,CL367,DNpe021,1,1,7,2
LC4,CB4101,DNge060,1,1,24,2
LC4,LoVC18,DNpe031,1,2,8,2
LC4,LoVC18,DNpe037,1,2,8,2
LC4,LoVC18,DNpe043,1,1,4,2
LC4,LoVC18,DNpe045,1,2,8,2
LC4,AN08B010,DNp47,1,1,6,2
LPLC2,WED117,DNg104,1,1,2,2
LC4,CB4101,DNge058,1,1,24,2
LPLC2,PVLP076,DNae008,1,1,580,2
LPLC2,CL367,DNp32,1,1,7,2
LPLC2,PVLP074,DNpe052,1,1,409,2
LPLC2,WED117,DNc02,1,1,1,2
LC4,LoVC22,DNa01,2,2,2,2
LC4,AN08B010,DNp73,1,1,6,2
LPLC2,CL367,DNg03,1,1,7,2
LPLC2,CL367,DNd03,1,1,7,2
LPLC2,CL367,DNpe040,1,1,7,2
LPLC2,CL365,DNd05,1,1,2,2
LC4,LoVC22,DNp53,1,2,2,2
LPLC2,CL323,DNpe039,2,2,339,2
LC4,LoVC22,DNp54,2,2,3,2
LC4,LoVC22,DNp56,2,2,3,2
LC4,CB4101,DNge007,2,2,3,2
LPLC2,CL323,DNpe020,1,1,216,2
LPLC2,CL323,DNpe011,1,1,216,2
LPLC2,PVLP071,DNd03,1,1,919,2
LC4,LoVC22,DNpe003,2,2,3,2
LC4,LoVC22,DNpe004,1,2,4,2
LPLC2,PVLP070,DNpe050,1,1,103,2
LPLC2,CL323,DNp34,1,1,151,2
LC4,LoVC22,DNpe011,1,2,4,2
LPLC2,CL323,DNp18,1,1,151,2
LC4,AN09B016,DNd03,1,1,1,2
LC4,LoVC22,DNp49,1,2,2,2
LPLC2,LoVC25,DNg49,1,1,1,2
LPLC2,CL367,DNbe006,1,1,7,2
LC4,LoVC22,DNp47,2,2,3,2
LC4,LoVC22,DNg92_b,1,1,2,2
LPLC2,CL367,DNbe002,1,2,14,2
LPLC2,CL367,DNb09,1,1,7,2
LC4,LoVC22,DNge073,2,2,2,2
LC4,LoVC22,DNge136,2,2,3,2
LC4,LoVC22,DNp08,2,2,3,2
LC4,LoVC22,DNp12,1,1,2,2
LPLC2,CL365,DNpe040,1,1,2,2
LPLC2,CL365,DNpe031,1,2,4,2
LPLC2,CL365,DNpe024,1,2,4,2
LPLC2,PVLP071,pIP1,1,1,891,2
LPLC2,LoVC22,MDN,2,2,2,2
LPLC2,CL365,DNp66,1,2,4,2
LPLC2,CL365,DNp32,1,2,4,2
LPLC2,LoVC25,DNg43,1,1,1,2
LPLC2,LoVC22,DNpe016,2,2,6,2
LC4,AN08B010,DNp19,1,1,16,2
LPLC2,WED117,DNge119,1,1,2,2
LPLC2,GNG300,DNge138,1,2,766,2
LPLC2,GNG300,DNge121,1,2,500,2
LPLC2,PVLP209m,DNp59,1,1,3,2
LC4,CB4101,aSP22,2,2,13,2
LPLC2,LoVC22,DNp47,2,2,2,2
LPLC2,GNG300,DNge099,1,1,250,2
LPLC2,PVLP076,DNpe024,1,1,758,2
LPLC2,GNG300,DNge082,1,1,383,2
LPLC2,LoVC22,DNp49,1,2,12,2
LC4,CB4101,DNpe027,1,1,2,2
LC4,CB4101,DNpe022,2,2,22,2
LPLC2,LoVC22,DNp53,1,2,12,2
LC4,AN08B010,DNg99,1,1,16,2
LPLC2,GNG300,DNge047,1,2,766,2
LPLC2,LoVC22,DNp54,2,2,7,2
LPLC2,LoVC22,DNp56,2,2,7,2
LC4,LoVC16,DNp09,1,1,231,2
LPLC2,GNG300,DNge139,1,1,383,2
LC4,LoVC17,DNpe016,2,2,2,2
LPLC2,LoVC22,DNp34,2,2,11,2
LPLC2,H2,DNg33,1,1,54,2
LC4,LoVC15,DNg02_e,1,1,3,2
LC4,LoVC15,DNg05_a,2,2,9,2
LC4,AN08B010,DNg02_c,1,1,6,2
LPLC2,WED117,DNge047,1,1,1,2
LPLC2,GNG300,DNpe056,1,1,383,2
LC4,LoVC15,DNg41,1,1,6,2
LC4,LoVC15,DNg94,1,1,3,2
LPLC2,LoVC22,DNp12,1,1,1,2
LC4,LoVC15,DNge148,1,1,8,2
LPLC2,LoVC22,DNp23,1,1,5,2
LPLC2,PVLP080_a,DNp43,1,1,1,2
LC4,LoVC15,DNp36,1,1,8,2
LC4,LoVC15,DNpe013,1,1,3,2
LC4,LoVC15,DNpe016,2,2,5,2
LC4,LoVC17,DNpe005,1,1,1,2
LC4,LoVC17,DNpe028,1,1,1,2
LPLC2,CL367,DNpe043,1,1,7,2
LPLC2,PVLP076,DNge011,1,1,580,2
LC4,AN08B010,DNp05,2,2,22,2
LPLC2,GNG300,DNg22,1,2,500,2
LPLC2,LoVC22,DNpe011,1,2,2,2
LC4,AN08B010,DNp10,1,1,16,2
LC4,LoVC18,DNp49,1,1,4,2
LPLC2,PVLP076,DNg35,1,1,580,2
LPLC2,GNG300,DNg100,2,2,633,2
LC4,LoVC18,DNp66,1,2,8,2
LPLC2,GNG300,DNd03,1,1,383,2
LPLC2,GNG300,DNbe007,2,2,633,2
LPLC2,GNG300,DNae007,1,2,766,2
LPLC2,LoVC22,DNpe015,1,2,2,2
LPLC2,DCH,DNb03,2,2,16,2
LPLC2,CL367,aSP22,1,2,14,2
LPLC2,CL367,DNpe053,1,1,7,2
LC4,AN08B010,DNp04,2,2,22,2
LPLC2,PVLP076,DNge054,1,1,758,2
LPLC2,PVLP076,DNp45,2,2,1338,2
LC4,LoVC18,DNp07,1,1,4,2
LPLC2,LoVC22,DNp67,2,2,6,2
LC4,LoVC18,DNbe002,1,2,8,2
LPLC2,GNG300,DNge003,1,1,383,2
LPLC2,PVLP076,DNp30,1,2,1516,2
LC4,LoVC18,DNg104,1,1,4,2
LC4,LoVC18,DNg30,1,2,8,2
LC4,LoVC18,DNg66,1,1,4,2
LPLC2,LoVC22,DNp71,1,1,5,2
LC4,CB4101,DNp08,2,2,3,2
LPLC2,PVLP076,DNp10,1,1,580,2
LC4,AN08B010,DNge152,2,2,22,2
LPLC2,LoVC22,DNpe003,2,2,7,2
LC4,CB4101,DNge103,2,2,3,2
LPLC2,GNG300,DNg59,1,1,383,2
LPLC2,GNG300,DNg54,1,2,500,2
LC4,LT78,DNpe005,2,2,3,2
LPLC2,LAL026_b,DNg41,1,1,2,2
LC4,LT78,DNp26,2,2,3,2
LPLC2,LC31b,DNpe025,1,1,550,2
LPLC2,LC31b,DNp69,2,2,494,2
LPLC2,LC31b,DNp66,2,2,206,2
LPLC2,LC31b,DNp64,1,1,550,2
LPLC2,WED210,DNge144,1,1,1,2
LC4,CB4162,DNpe045,1,1,1,2
LC4,LPT60,DNg74_b,1,1,299,2
LC4,LPT60,DNg75,1,1,299,2
LC4,LPT60,DNg93,2,2,651,2
LPLC2,LC31b,DNp11,1,1,17,2
LPLC2,PVLP120,DNpe056,1,1,492,2
LC4,LPT60,DNge050,1,1,299,2
LPLC2,LoVC18,DNg66,1,1,7,2
LPLC2,LoVC18,DNg75,2,2,11,2
LPLC2,LC31b,DNa11,2,2,38,2
LPLC2,PVLP120,DNpe031,1,1,612,2
LC4,AMMC-A1,DNp30,1,2,4478,2
LPLC2,PVLP121,DNpe056,1,2,10,2
LC4,LPT60,DNge142,2,2,651,2
LPLC2,PVLP121,pIP1,1,2,10,2
LPLC2,LC35a,DNg02_d,2,2,15,2
LPLC2,PVLP122,DNc01,2,2,943,2
LPLC2,LC35a,DNg01_b,1,1,1,2
LC4,CB4163,DNp01,1,1,15,2
LC4,LPT53,DNg36_a,1,2,4,2
LPLC2,LoVC18,DNg27,1,2,6,2
LPLC2,LoVC18,DNg30,1,2,14,2
LPLC2,LC35a,DNae009,2,2,18,2
LPLC2,LC35a,DNae003,1,1,8,2
LPLC2,LC35a,DNa16,1,1,1,2
LPLC2,PVLP122,DNa11,2,2,369,2
LPLC2,LoVC18,DNg36_a,2,2,8,2
LPLC2,LC33,DNbe006,1,1,3,2
LC4,LPT60,DNd02,2,2,651,2
LC4,LPT60,DNg105,1,1,299,2
LPLC2,LC31a,DNpe052,2,2,7,2
LC4,LPT60,DNge148,2,2,651,2
LPLC2,PVLP122,DNd03,2,2,366,2
LC4,CB4162,DNpe040,2,2,10,2
LC4,LT11,DNp35,2,2,12,2
LC4,LT1c,DNp11,1,1,9,2
LC4,CB4162,DNpe031,2,2,10,2
LPLC2,LoVC18,DNge030,2,2,12,2
LPLC2,LoVC18,DNge033,2,2,9,2
LPLC2,PVLP114,DNpe040,1,1,46,2
LPLC2,LC23,DNpe056,1,1,1,2
LPLC2,PVLP114,DNpe027,1,1,46,2
LPLC2,PVLP206m,DNp47,1,1,92,2
LPLC2,LoVC18,DNge099,2,2,13,2
LPLC2,PVLP114,DNp54,1,1,46,2
LC4,AN01A055,DNg74_a,1,1,1,2
LC4,AN01A055,DNg85,1,1,1,2
LPLC2,PVLP114,DNp39,1,1,46,2
LPLC2,LC23,DNp11,1,1,1,2
LC4,LT11,DNp29,1,1,6,2
LC4,LPT60,DNpe053,1,1,299,2
LC4,AN01A055,DNd02,1,1,1,2
LPLC2,LC29,DNpe006,1,1,1,2
LC4,AN01A055,DNd04,1,1,1,2
LPLC2,LC31a,DNp55,1,1,7,2
LC4,AN01A055,DNg102,1,1,1,2
LC4,LPT60,DNp104,1,1,352,2
LC4,AN01A055,DNg108,1,1,1,2
LC4,LPT60,DNp14,1,1,299,2
LC4,LPT60,DNp32,1,2,598,2
LPLC2,LC31a,DNp04,1,1,9,2
LC4,AN01A055,DNg34,1,1,1,2
LPLC2,LoVC18,DNg82,2,2,8,2
LPLC2,LC31a,DNb09,2,2,14,2
LPLC2,LC29,DNpe056,1,1,1,2
LC4,LPT60,DNp49,1,1,299,2
LPLC2,PVLP120,DNp06,1,1,492,2
LC4,LPT60,DNpe040,1,1,352,2
LC4,LPT31,DNge152,2,2,2,2
LC4,LPT31,DNg92_a,1,1,1,2
LPLC2,LC23,DNp102,1,1,6,2
LC4,LLPC2,DNp27,2,2,2,2
LPLC2,LoVC17,DNpe028,1,1,1,2
LC4,LLPC3,DNae002,1,1,1,2
LPLC2,LC36,DNpe003,1,1,2,2
LPLC2,LC36,DNpe002,2,2,2,2
LC4,LLPC3,DNge030,2,2,2,2
LPLC2,LC36,DNp102,1,1,1,2
LC4,LOLP1,DNp27,2,2,5,2
LPLC2,LC36,DNp08,1,1,1,2
LPLC2,LC36,DNg82,1,1,2,2
LC4,LPC1,DNa07,1,1,1,2
LPLC2,LoVC18,DNa02,1,1,5,2
