intermediate_bodyId,intermediate_type,intermediate_side,LC4_input_weight,LPLC2_input_weight,total_visual_input_weight,total_incoming_weight,visual_input_share,output_weight_to_candidate_dns,num_downstream_candidate_dns,path_score_product,min_path_capacity,predicted_nt,predicted_nt_confidence,survives_w3,survives_w10
519934,Li25,L,1,0,1,,,2,2,2,1,gaba,0.8932336108104001,False,False
54781,LC18,R,1,0,1,,,2,1,2,1,acetylcholine,0.9623981971714015,False,False
524103,Tm4,L,1,0,1,,,2,1,2,1,acetylcholine,0.9686239756515612,False,False
24244,TmY15,L,0,1,1,,,2,1,2,1,gaba,0.8990683367855842,False,False
30768,Tm24,R,0,2,2,,,1,1,2,1,acetylcholine,0.9421331981544423,False,False
31693,Tm24,R,0,2,2,,,1,1,2,1,acetylcholine,0.9549180387572401,False,False
76066,UNKNOWN,L,2,0,2,,,1,1,2,1,acetylcholine,0.9688439279565405,False,False
16996,LT69,R,0,1,1,,,2,2,2,1,acetylcholine,0.9401828511520502,False,False
16775,LC10a,L,1,1,2,,,1,1,2,1,acetylcholine,0.9560139256021044,False,False
31065,TmY15,R,1,1,2,,,1,1,2,1,gaba,0.9057726316614286,False,False
23053,AVLP149,L,1,0,1,,,2,1,2,1,acetylcholine,0.8619218564339067,False,False
876511036,UNKNOWN,UNKNOWN,0,1,1,,,2,2,2,1,unclear,0.9747326673375373,False,False
515142,LoVP35,L,1,1,2,,,1,1,2,1,acetylcholine,0.9322889461737859,False,False
648734204,UNKNOWN,UNKNOWN,0,2,2,,,1,1,2,1,unclear,0.9747326673375373,False,False
516725,Li23,L,1,0,1,,,2,1,2,1,acetylcholine,0.9747326673375373,False,False
32672,Y3,L,1,1,2,,,1,1,2,1,acetylcholine,0.9679459278625682,False,False
950015374,UNKNOWN,UNKNOWN,1,0,1,,,2,2,2,1,unclear,0.9747326673375373,False,False
23591,TmY14,R,0,1,1,,,2,1,2,1,acetylcholine,0.6862484804483637,False,False
142297,LPC1,L,0,2,2,,,1,1,2,1,acetylcholine,0.9747326673375373,False,False
34360,Y12,R,0,2,2,,,1,1,2,1,glutamate,0.8065578280583007,False,False
515903,LC9,L,2,0,2,,,1,1,2,1,acetylcholine,0.9543549132915164,False,False
533745,LoVP_unclear,L,0,1,1,,,2,1,2,1,acetylcholine,0.9111734915369456,False,False
67301,LC10_unclear,R,0,2,2,,,1,1,2,1,acetylcholine,0.8226921373430214,False,False
533611,LoVP48,L,0,1,1,,,2,1,2,1,acetylcholine,0.9522962322079848,False,False
703344008,UNKNOWN,UNKNOWN,0,2,2,,,1,1,2,1,unclear,0.9747326673375373,False,False
25425,MeLo10,R,0,1,1,,,2,2,2,1,glutamate,0.6749207823855888,False,False
50596,TmY15,R,1,0,1,,,2,2,2,1,gaba,0.8669792367208231,False,False
67349,Li21,R,0,1,1,,,2,1,2,1,acetylcholine,0.9572791142123532,False,False
721532850,UNKNOWN,UNKNOWN,1,0,1,,,2,2,2,1,unclear,0.9747326673375373,False,False
651346433,UNKNOWN,UNKNOWN,1,0,1,,,2,2,2,1,unclear,0.9747326673375373,False,False
78840,LC18,L,1,0,1,,,2,1,2,1,acetylcholine,0.9600309756243652,False,False
27165,LC11,R,0,1,1,,,2,1,2,1,acetylcholine,0.9630731713993955,False,False
58382,LC17,L,0,1,1,,,2,1,2,1,acetylcholine,0.9360531765653896,False,False
534754,TmY3,L,0,1,1,,,2,1,2,1,acetylcholine,0.9670364331171325,False,False
50125,Tm24,R,1,1,2,,,1,1,2,1,acetylcholine,0.9747326673375373,False,False
520331,LT47,L,2,0,2,,,1,1,2,1,acetylcholine,0.8898098645872426,False,False
16295,LLPC1,L,0,2,2,,,1,1,2,1,acetylcholine,0.9655331286048074,False,False
760664976,UNKNOWN,UNKNOWN,2,0,2,,,1,1,2,1,unclear,0.9747326673375373,False,False
515473,LLPC1,L,0,1,1,,,2,1,2,1,acetylcholine,0.9698272028018292,False,False
732124198,UNKNOWN,UNKNOWN,0,2,2,,,1,1,2,1,unclear,0.9747326673375373,False,False
892335801,UNKNOWN,UNKNOWN,2,0,2,,,1,1,2,1,unclear,0.9747326673375373,False,False
536419,MeLo2,L,1,0,1,,,2,1,2,1,acetylcholine,0.9747326673375372,False,False
23501,TmY14,R,1,1,2,,,1,1,2,1,acetylcholine,0.5981974396296373,False,False
515311,TmY13,L,0,2,2,,,1,1,2,1,acetylcholine,0.9747326673375372,False,False
49732,LLPC3,R,0,2,2,,,1,1,2,1,acetylcholine,0.9747326673375373,False,False
855955685,UNKNOWN,UNKNOWN,0,2,2,,,1,1,2,1,unclear,0.9747326673375373,False,False
840199330,UNKNOWN,UNKNOWN,0,1,1,,,2,2,2,1,unclear,0.9747326673375373,False,False
890242511,UNKNOWN,UNKNOWN,1,0,1,,,2,2,2,1,unclear,0.9747326673375373,False,False
703653127,UNKNOWN,UNKNOWN,0,2,2,,,1,1,2,1,unclear,0.9747326673375373,False,False
535980,TmY18,L,1,0,1,,,2,1,2,1,acetylcholine,0.9747326673375372,False,False
29724,T2,L,2,0,2,,,1,1,2,1,acetylcholine,0.9662867370934486,False,False
950063533,UNKNOWN,UNKNOWN,1,0,1,,,2,1,2,1,unclear,0.6833413486785735,False,False
854420337,UNKNOWN,UNKNOWN,0,2,2,,,1,1,2,1,unclear,0.9747326673375373,False,False
50110,MeLo11,L,2,0,2,,,1,1,2,1,glutamate,0.7241079580717741,False,False
641432715,UNKNOWN,UNKNOWN,0,2,2,,,1,1,2,1,unclear,0.9747326673375373,False,False
536884,Tm4,L,0,2,2,,,1,1,2,1,acetylcholine,0.9690947283156129,False,False
852298408,UNKNOWN,UNKNOWN,0,2,2,,,1,1,2,1,unclear,0.9747326673375373,False,False
16752,AVLP111,R,0,1,1,,,2,1,2,1,acetylcholine,0.7816201978651509,False,False
72139,LLPC3,R,2,0,2,,,1,1,2,1,acetylcholine,0.9588394664871691,False,False
516793,LLPC3,L,0,1,1,,,2,1,2,1,acetylcholine,0.9426107559737698,False,False
867765955,UNKNOWN,UNKNOWN,0,1,1,,,2,2,2,1,unclear,0.9747326673375373,False,False
521369,Li15,L,1,1,2,,,1,1,2,1,gaba,0.8762571538181164,False,False
50683,Li15,R,1,1,2,,,1,1,2,1,gaba,0.8298819229675648,False,False
64124,LPC2,R,0,2,2,,,1,1,2,1,acetylcholine,0.9662498553019898,False,False
67594,LLPC2,R,1,0,1,,,2,1,2,1,acetylcholine,0.897054727026453,False,False
664457858,UNKNOWN,UNKNOWN,1,0,1,,,2,2,2,1,unclear,0.9747326673375373,False,False
25558,LC17,L,0,1,1,,,2,1,2,1,acetylcholine,0.9279297758534985,False,False
76896,LC13,L,2,0,2,,,1,1,2,1,acetylcholine,0.9171214586721448,False,False
63745,LC29,R,0,1,1,,,2,1,2,1,acetylcholine,0.8873172491711807,False,False
76803,Tm4,R,0,1,1,,,2,1,2,1,acetylcholine,0.9256223664477149,False,False
73101,Y12,L,0,1,1,,,2,1,2,1,glutamate,0.8130160440684695,False,False
51824,Y14,R,0,1,1,,,2,1,2,1,glutamate,0.792754245655269,False,False
11638,LoVC19,L,0,1,1,,,2,2,2,1,acetylcholine,0.9638421700795975,False,False
531495,LPC2,L,0,1,1,,,2,1,2,1,acetylcholine,0.9692451985348808,False,False
699187274,UNKNOWN,UNKNOWN,0,1,1,,,2,2,2,1,unclear,0.9747326673375373,False,False
877816036,UNKNOWN,UNKNOWN,0,2,2,,,1,1,2,1,unclear,0.9747326673375373,False,False
62972,LC21,R,1,0,1,,,2,1,2,1,acetylcholine,0.9432506823611158,False,False
667553837,UNKNOWN,UNKNOWN,2,0,2,,,1,1,2,1,unclear,0.9109141500795648,False,False
51845,LC13,R,0,2,2,,,1,1,2,1,acetylcholine,0.9216065388088424,False,False
531348,Tm16,L,0,1,1,,,2,2,2,1,acetylcholine,0.9619526413102979,False,False
62926,LC20b,R,0,1,1,,,2,1,2,1,glutamate,0.827877889641033,False,False
30810,Tm23,R,2,0,2,,,1,1,2,1,gaba,0.8106858853770285,False,False
73184,Tm5c,R,0,2,2,,,1,1,2,1,glutamate,0.8635077519838966,False,False
531187,LLPC1,L,0,2,2,,,1,1,2,1,acetylcholine,0.9651624433589476,False,False
25367,Li15,R,1,1,2,,,1,1,2,1,gaba,0.8579871486538445,False,False
537129,LPC1,L,0,1,1,,,2,1,2,1,acetylcholine,0.9747326673375372,False,False
27067,LC10a,R,0,1,1,,,2,1,2,1,acetylcholine,0.9542791644086941,False,False
51640,LT81,R,1,0,1,,,2,1,2,1,acetylcholine,0.9359857793996288,False,False
51633,LLPC3,R,0,1,1,,,2,1,2,1,acetylcholine,0.959845151557926,False,False
34289,LoVP24,R,0,2,2,,,1,1,2,1,acetylcholine,0.9451925493031595,False,False
27300,LC10a,R,0,2,2,,,1,1,2,1,acetylcholine,0.9675914385546063,False,False
17349,SIP108m,R,0,1,1,,,2,2,2,1,acetylcholine,0.9490399579507988,False,False
71817,LLPC3,L,0,2,2,,,1,1,2,1,acetylcholine,0.9539138362342766,False,False
946687790,UNKNOWN,UNKNOWN,0,1,1,,,2,2,2,1,unclear,0.9747326673375373,False,False
64331,LC18,R,1,0,1,,,2,1,2,1,acetylcholine,0.9693940782344238,False,False
64232,LC13,L,1,1,2,,,1,1,2,1,acetylcholine,0.9251007077537472,False,False
50961,TmY17,R,0,2,2,,,1,1,2,1,acetylcholine,0.9712393858595263,False,False
532451,LPC1,L,0,1,1,,,2,1,2,1,acetylcholine,0.9680314453499983,False,False
23731,LOLP1,R,1,1,2,,,1,1,2,1,gaba,0.8947331197777917,False,False
514868,LLPC1,L,0,1,1,,,2,1,2,1,acetylcholine,0.9611734330456146,False,False
51026,Li14,R,1,1,2,,,1,1,2,1,glutamate,0.7853754710875654,False,False
17656,MeLo10,R,1,0,1,,,2,1,2,1,glutamate,0.7278233298566613,False,False
841700462,UNKNOWN,UNKNOWN,0,1,1,,,2,1,2,1,unclear,0.9747326673375373,False,False
31490,LPC1,L,0,1,1,,,2,1,2,1,acetylcholine,0.9708461744704706,False,False
953719464,UNKNOWN,UNKNOWN,0,2,2,,,1,1,2,1,unclear,0.9747326673375373,False,False
153051,TmY18,L,1,0,1,,,2,1,2,1,acetylcholine,0.9237071277653025,False,False
701091843,UNKNOWN,UNKNOWN,0,2,2,,,1,1,2,1,unclear,0.9747326673375373,False,False
17687,LLPC1,L,1,0,1,,,2,1,2,1,acetylcholine,0.9747326673375373,False,False
67405,LLPC3,R,0,2,2,,,1,1,2,1,acetylcholine,0.9683241340549232,False,False
725601743,UNKNOWN,UNKNOWN,0,2,2,,,1,1,2,1,unclear,0.9747326673375373,False,False
943288777,UNKNOWN,UNKNOWN,0,2,2,,,1,1,2,1,unclear,0.9747326673375373,False,False
32427,Li25,L,1,1,2,,,1,1,2,1,gaba,0.8775326535325885,False,False
27088,MeLo10,R,0,2,2,,,1,1,2,1,glutamate,0.6774938147447706,False,False
536516,Tm3,L,1,0,1,,,2,1,2,1,acetylcholine,0.9693344607364642,False,False
521528287,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
825733507,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
1023200729,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
889413126,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
514992971,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
519546228,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
710874399,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
710389537,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
455492490,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
711461916,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
954941196,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
1027399608,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
739225092,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
483750198,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
864133350,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
877536742,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
475353181,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
1035990401,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
734122768,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
471761304,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
469551153,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
1036556698,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
466515873,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
725606286,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
813933686,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
461859476,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
868869777,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.884396610338137,False,False
459494584,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
458843153,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
876056745,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
457699086,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
726780006,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
733275749,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
728068691,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.8625,False,False
455829379,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
1037263015,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
722447443,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
861508144,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.884396610338137,False,False
814369326,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
883512470,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
738808445,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
1027575203,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
716274975,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
510999816,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
716511941,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
510528534,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9109141500795648,False,False
823733259,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
507975125,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
801960422,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
505633971,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
501004651,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
1035340809,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
818996682,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
803844440,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
735111485,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
890766072,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
495926570,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
718236128,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
1030111551,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
1034607373,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
878892012,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
718727538,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9109141500795648,False,False
1020201819,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
567434825,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
522308442,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9109141500795648,False,False
830698361,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
841489703,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
776490761,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
945750116,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
975298843,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
605687987,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
603178470,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
657552144,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
842818339,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
660651856,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
601593429,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
665336839,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
601470752,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
942552213,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
666734634,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
600387480,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
945950113,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
748663522,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
941308552,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
978759431,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
844502400,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
594236854,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.915414878397711,False,False
981826217,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
593321690,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
593235765,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
981992286,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9753679521334673,False,False
940456540,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
939351948,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
939062140,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
830503648,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
782197663,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
972311723,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
971346359,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
704582662,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
623608317,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
955301997,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
763978593,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
631217965,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
638840083,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
639968713,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
10303,aMe17e,R,0,1,1,,,1,1,1,1,glutamate,0.7748805301034998,False,False
957478211,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
629109583,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
958672471,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
838789738,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
836888233,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
11684,MeVPLp2,R,0,1,1,,,1,1,1,1,glutamate,0.782316335379059,False,False
959760003,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
643273804,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
768120413,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
759029714,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
960835783,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
833660072,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
644210472,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
648484964,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.8625,False,False
840941811,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
771753286,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
964596426,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.6521698254459606,False,False
965823022,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
759059651,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
617243731,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
10312,MeVPMe2,R,0,1,1,,,1,1,1,1,glutamate,0.827612920410139,False,False
617227928,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
970149262,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
655488173,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
783194166,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
783587028,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
670690830,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
694557048,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
742547543,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
1003357111,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
910847065,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
909800346,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.8625,False,False
848117591,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
1009380543,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
795328810,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.884396610338137,False,False
561688515,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
848491612,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
550938427,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
550529972,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
1009551723,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
905953600,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
851579921,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
548877654,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
936737864,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
548287199,UNKNOWN,UNKNOWN,1,0,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
545177515,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
542158986,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
1009826732,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
697014532,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
896607700,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
529342356,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
702469904,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
893032705,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
525351837,UNKNOWN,UNKNOWN,0,1,1,,,1,1,1,1,unclear,0.9747326673375373,False,False
