source_type,intermediate_body,visual_to_intermediate_weight,descending_body,intermediate_to_descending_weight,intermediate_type,descending_type,path_product_weight,path_min_weight,survives_w3,survives_w10
LPLC2,10074,19,10259,91,PVLP010,DNp11,1729,19,True,True
LC4,522711,48,10010,36,SAD023,DNp01,1728,36,True,True
LPLC2,15665,36,10923,48,SAD064,DNg40,1728,36,True,True
LC4,29859,144,10283,12,SAD023,DNp103,1728,12,True,True
LPLC2,22495,72,10601,24,CB1852,DNpe025,1728,24,True,True
LC4,18340,287,11573,6,WED125,DNpe021,1722,6,True,False
LC4,24626,123,522345,14,WED127,DNpe037,1722,14,True,True
LC4,129090,215,11137,8,PVLP066,DNp04,1720,8,True,False
LPLC2,20481,39,10065,44,LPLC4,DNb05,1716,39,True,True
LC4,535044,49,575082,35,CL128a,DNpe021,1715,35,True,True
LC4,531899,856,10244,2,AVLP452,DNp55,1712,2,False,False
LC4,18275,59,11573,29,CL128a,DNpe021,1711,29,True,True
LPLC2,15173,190,10558,9,AVLP711m,DNp35,1710,9,True,False
LPLC2,91616,30,10752,57,LPLC4,DNp03,1710,30,True,True
LC4,14586,57,10732,30,LC31b,DNpe056,1710,30,True,True
LPLC2,20801,61,11513,28,LPLC4,DNp07,1708,28,True,True
LC4,18831,55,10558,31,CB1932,DNp35,1705,31,True,True
LPLC2,19677,37,10118,46,LPLC4,DNb05,1702,37,True,True
LC4,25438,340,10377,5,SAD064,DNge054,1700,5,True,False
LPLC2,11303,85,10228,20,PLP211,DNp06,1700,20,True,True
LC4,25438,340,10580,5,SAD064,DNp70,1700,5,True,False
LC4,11599,212,10580,8,AVLP429,DNp70,1696,8,True,False
LPLC2,30883,188,10558,9,CL323,DNp35,1692,9,True,False
LPLC2,30883,188,33037,9,CL323,DNp69,1692,9,True,False
LPLC2,28725,563,11159,3,PVLP112,DNp71,1689,3,True,False
LC4,556303,211,10931,8,CB1498,DNpe045,1688,8,True,False
LC4,12236,187,10283,9,LC31b,DNp103,1683,9,True,False
LC4,521693,29,10417,58,PVLP122,DNp103,1682,29,True,True
LPLC2,18977,30,11159,56,CB4163,DNp71,1680,30,True,True
LC4,529031,84,11137,20,GNG300,DNp04,1680,20,True,True
LPLC2,23237,40,524001,42,LPLC4,DNp05,1680,40,True,True
LC4,16482,60,10580,28,PVLP123,DNp70,1680,28,True,True
LPLC2,11507,70,10957,24,PLP211,DNp69,1680,24,True,True
LPLC2,27882,42,10065,40,LPLC4,DNb05,1680,40,True,True
LPLC2,10801,42,10752,40,LPLC4,DNp03,1680,40,True,True
LC4,556817,186,10417,9,SAD023,DNp103,1674,9,True,False
LPLC2,38423,19,10259,88,CB2940,DNp11,1672,19,True,True
LC4,520233,88,10752,19,PLP150,DNp03,1672,19,True,True
LC4,19088,44,10234,38,CB1932,DNp35,1672,38,True,True
LC4,25956,88,10106,19,Li30,DNp11,1672,19,True,True
LC4,16659,417,10989,4,PVLP011,DNp03,1668,4,True,False
LPLC2,522346,34,10234,49,PVLP013,DNp35,1666,34,True,True
LPLC2,18907,45,10931,37,PVLP123,DNpe045,1665,37,True,True
LPLC2,25392,1664,10063,1,PVLP111,DNp27,1664,1,False,False
LPLC2,25392,1664,10590,1,PVLP111,DNpe052,1664,1,False,False
LC4,10944,26,10117,64,SAD098,DNp02,1664,26,True,True
LPLC2,25392,1664,10361,1,PVLP111,DNg40,1664,1,False,False
LC4,12395,208,10931,8,IB114,DNpe045,1664,8,True,False
LPLC2,25392,1664,10223,1,PVLP111,DNpe056,1664,1,False,False
LC4,10887,208,11334,8,IB114,DNpe045,1664,8,True,False
LPLC2,25392,1664,33037,1,PVLP111,DNp69,1664,1,False,False
LC4,520604,151,10063,11,PLP150,DNp27,1661,11,True,True
LC4,29889,207,11137,8,PVLP064,DNp04,1656,8,True,False
LC4,18275,59,10234,28,CL128a,DNp35,1652,28,True,True
LPLC2,30194,150,522345,11,SAD013,DNpe037,1650,11,True,True
LC4,15414,103,10957,16,PVLP123,DNp69,1648,16,True,True
LC4,527694,206,10106,8,CL323,DNp11,1648,8,True,False
LC4,527694,206,11133,8,CL323,DNp70,1648,8,True,False
LPLC2,10051,27,10106,61,Li39,DNp11,1647,27,True,True
LPLC2,20914,35,10118,47,LPLC4,DNb05,1645,35,True,True
LPLC2,21352,47,10989,35,LPLC4,DNp03,1645,35,True,True
LPLC2,12870,1642,10091,1,AVLP500,DNpe042,1642,1,False,False
LPLC2,12870,1642,10558,1,AVLP500,DNp35,1642,1,False,False
LPLC2,12870,1642,11137,1,AVLP500,DNp04,1642,1,False,False
LC4,531983,546,10931,3,AVLP452,DNpe045,1638,3,True,False
LPLC2,23112,409,575082,4,PVLP074,DNpe021,1636,4,True,False
LC4,519416,817,531898,2,,DNp04,1634,2,False,False
LC4,519416,817,33037,2,,DNp69,1634,2,False,False
LC4,519416,817,10259,2,,DNp11,1634,2,False,False
LC4,519416,817,10989,2,,DNp03,1634,2,False,False
LC4,519416,817,10417,2,,DNp103,1634,2,False,False
LC4,10147,233,10783,7,LHAD1g1,DNp09,1631,7,True,False
LPLC2,527699,22,10117,74,SAD064,DNp02,1628,22,True,True
LC4,534040,541,575082,3,PVLP015,DNpe021,1623,3,True,False
LC4,534040,541,10923,3,PVLP015,DNg40,1623,3,True,False
LPLC2,19977,90,10228,18,PVLP074,DNp06,1620,18,True,True
LC4,16482,60,10361,27,PVLP123,DNg40,1620,27,True,True
LC4,16482,60,10283,27,PVLP123,DNp103,1620,27,True,True
LPLC2,23115,60,10065,27,LPLC4,DNb05,1620,27,True,True
LPLC2,10020,85,10001,19,AMMC-A1,DNp01,1615,19,True,True
LPLC2,527690,323,10259,5,PVLP022,DNp11,1615,5,True,False
LPLC2,11303,85,33037,19,PLP211,DNp69,1615,19,True,True
LPLC2,527690,323,11088,5,PVLP022,DNp55,1615,5,True,False
LC4,530085,807,11573,2,PVLP022,DNpe021,1614,2,False,False
LC4,530085,807,10580,2,PVLP022,DNp70,1614,2,False,False
LC4,19187,269,10197,6,WED125,DNp02,1614,6,True,False
LC4,530085,807,10065,2,PVLP022,DNb05,1614,2,False,False
LC4,19187,269,33037,6,WED125,DNp69,1614,6,True,False
LC4,530085,807,10228,2,PVLP022,DNp06,1614,2,False,False
LC4,530085,807,10223,2,PVLP022,DNpe056,1614,2,False,False
LC4,530085,807,10106,2,PVLP022,DNp11,1614,2,False,False
LC4,10480,179,11290,9,MeVP53,DNp66,1611,9,True,False
LPLC2,10828,1610,10118,1,AVLP531,DNb05,1610,1,False,False
LC4,22292,46,33037,35,AVLP094,DNp69,1610,35,True,True
LC4,11440,46,11513,35,PLP060,DNp07,1610,35,True,True
LC4,10297,322,11177,5,LHAD1g1,DNp09,1610,5,True,False
LPLC2,10828,1610,10223,1,AVLP531,DNpe056,1610,1,False,False
LPLC2,10828,1610,10244,1,AVLP531,DNp55,1610,1,False,False
LC4,11125,70,10244,23,AVLP610,DNp55,1610,23,True,True
LPLC2,10828,1610,10259,1,AVLP531,DNp11,1610,1,False,False
LC4,11895,804,506334,2,PVLP022,DNp42,1608,2,False,False
LC4,11895,804,10449,2,PVLP022,DNpe025,1608,2,False,False
LPLC2,24410,134,11088,12,CB1852,DNp55,1608,12,True,True
LC4,10936,267,10259,6,LT61b,DNp11,1602,6,True,False
LC4,14091,267,10361,6,CB3544,DNg40,1602,6,True,False
LPLC2,19658,200,10197,8,PVLP074,DNp02,1600,8,True,False
LPLC2,19658,200,10558,8,PVLP074,DNp35,1600,8,True,False
LPLC2,562991,20,11020,80,LoVP85,DNp05,1600,20,True,True
LC4,21641,200,10283,8,,DNp103,1600,8,True,False
LC4,21641,200,10001,8,,DNp01,1600,8,True,False
LPLC2,26059,47,10989,34,LPLC4,DNp03,1598,34,True,True
LC4,11883,42,10584,38,PVLP017,DNp06,1596,38,True,True
LPLC2,10448,318,10234,5,PVLP093,DNp35,1590,5,True,False
LPLC2,22918,30,10118,53,LPLC4,DNb05,1590,30,True,True
LPLC2,18981,227,10228,7,,DNp06,1589,7,True,False
LPLC2,15665,36,10283,44,SAD064,DNp103,1584,36,True,True
LPLC2,29859,44,10584,36,SAD023,DNp06,1584,36,True,True
LC4,12419,226,10296,7,CL140,DNge054,1582,7,True,False
LPLC2,15664,31,10752,51,LPLC4,DNp03,1581,31,True,True
LPLC2,527694,51,10957,31,CL323,DNp69,1581,31,True,True
LPLC2,76505,527,11334,3,,DNpe045,1581,3,True,False
LC4,10173,394,10558,4,PVLP151,DNp35,1576,4,True,False
LC4,10173,394,10010,4,PVLP151,DNp01,1576,4,True,False
LC4,13825,197,10223,8,AVLP429,DNpe056,1576,8,True,False
LPLC2,18282,45,11513,35,LPLC4,DNp07,1575,35,True,True
LPLC2,531648,525,10752,3,,DNp03,1575,3,True,False
LC4,19924,63,10283,25,CB2664,DNp103,1575,25,True,True
LC4,19924,63,10010,25,CB2664,DNp01,1575,25,True,True
LPLC2,13111,112,11177,14,AVLP169,DNp09,1568,14,True,True
LPLC2,16475,28,11137,56,PVLP024,DNp04,1568,28,True,True
LPLC2,11599,28,10584,56,AVLP429,DNp06,1568,28,True,True
LPLC2,10778,18,11334,87,CL286,DNpe045,1566,18,True,True
LC4,15261,46,10117,34,CB2664,DNp02,1564,34,True,True
LC4,23446,390,10259,4,CB3201,DNp11,1560,4,True,False
LC4,23446,390,33037,4,CB3201,DNp69,1560,4,True,False
LPLC2,18895,78,11513,20,LPLC4,DNp07,1560,20,True,True
LPLC2,16445,173,10091,9,PVLP123,DNpe042,1557,9,True,False
LC4,22584,173,10259,9,,DNp11,1557,9,True,False
LC4,17908,311,10065,5,WED125,DNb05,1555,5,True,False
LC4,17908,311,11020,5,WED125,DNp05,1555,5,True,False
LC4,519413,310,522345,5,PLP029,DNpe037,1550,5,True,False
LPLC2,16469,62,11020,25,LPLC4,DNp05,1550,25,True,True
LPLC2,19202,86,11513,18,LPLC4,DNp07,1548,18,True,True
LC4,19951,773,10106,2,CB3400,DNp11,1546,2,False,False
LC4,11397,103,10957,15,SAD013,DNp69,1545,15,True,True
LC4,15414,103,10106,15,PVLP123,DNp11,1545,15,True,True
LPLC2,11017,386,10030,4,PVLP093,pIP1,1544,4,True,False
LPLC2,11017,386,10283,4,PVLP093,DNp103,1544,4,True,False
LPLC2,202892,308,11290,5,,DNp66,1540,5,True,False
LC4,21548,154,11137,10,AVLP094,DNp04,1540,10,True,True
LPLC2,15599,22,10118,70,LPLC4,DNb05,1540,22,True,True
LPLC2,96253,35,524001,44,LPLC4,DNp05,1540,35,True,True
LC4,27585,57,10234,27,CB1932,DNp35,1539,27,True,True
LPLC2,12444,81,10558,19,AVLP592,DNp35,1539,19,True,True
LC4,33474,57,10117,27,SAD049,DNp02,1539,27,True,True
LPLC2,16246,128,10117,12,AVLP259,DNp02,1536,12,True,True
LPLC2,23056,1535,10259,1,PVLP111,DNp11,1535,1,False,False
LPLC2,11303,85,10584,18,PLP211,DNp06,1530,18,True,True
LPLC2,527694,51,10117,30,CL323,DNp02,1530,30,True,True
LPLC2,21466,139,10584,11,,DNp06,1529,11,True,True
LPLC2,17375,14,10259,109,SAD064,DNp11,1526,14,True,True
LPLC2,11252,305,10223,5,PVLP017,DNpe056,1525,5,True,False
LC4,14106,61,10283,25,CB2664,DNp103,1525,25,True,True
LPLC2,16089,39,11632,39,PVLP139,DNpe052,1521,39,True,True
LC4,11926,304,10931,5,LoVP85,DNpe045,1520,5,True,False
LC4,11926,304,11334,5,LoVP85,DNpe045,1520,5,True,False
LC4,12957,40,10234,38,LT61b,DNp35,1520,38,True,True
LPLC2,12395,152,531898,10,IB114,DNp04,1520,10,True,True
LPLC2,22883,23,524001,66,LPLC4,DNp05,1518,23,True,True
LPLC2,10867,758,10989,2,PVLP076,DNp03,1516,2,False,False
LPLC2,10867,758,10296,2,PVLP076,DNge054,1516,2,False,False
LPLC2,10867,758,10063,2,PVLP076,DNp27,1516,2,False,False
LPLC2,12236,303,10558,5,LC31b,DNp35,1515,5,True,False
LC4,12184,42,10283,36,PVLP122,DNp103,1512,36,True,True
LC4,562991,302,10001,5,LoVP85,DNp01,1510,5,True,False
LPLC2,19599,52,11513,29,LPLC4,DNp07,1508,29,True,True
LPLC2,526032,137,10223,11,AVLP711m,DNpe056,1507,11,True,True
LPLC2,22620,43,10931,35,AVLP176_d,DNpe045,1505,35,True,True
LPLC2,22620,43,10580,35,AVLP176_d,DNp70,1505,35,True,True
LC4,14168,188,10417,8,CB1932,DNp103,1504,8,True,False
LC4,15733,250,522345,6,CB3544,DNpe037,1500,6,True,False
LPLC2,14132,30,10118,50,LPLC4,DNb05,1500,30,True,True
LC4,16482,60,33037,25,PVLP123,DNp69,1500,25,True,True
LC4,15733,250,10989,6,CB3544,DNp03,1500,6,True,False
LC4,22257,50,531898,30,PVLP046,DNp04,1500,30,True,True
LC4,15733,250,10106,6,CB3544,DNp11,1500,6,True,False
LPLC2,520401,8,10234,187,AVLP591,DNp35,1496,8,True,False
LC4,22032,299,531898,5,PVLP064,DNp04,1495,5,True,False
LC4,10583,299,11088,5,LPT60,DNp55,1495,5,True,False
LC4,12129,9,10117,166,SAD053,DNp02,1494,9,True,False
LC4,34246,213,531898,7,PVLP066,DNp04,1491,7,True,False
LPLC2,18628,744,10752,2,,DNp03,1488,2,False,False
LPLC2,18628,744,10957,2,,DNp69,1488,2,False,False
LC4,76505,744,10923,2,,DNg40,1488,2,False,False
LPLC2,16887,135,10283,11,AVLP259,DNp103,1485,11,True,True
LPLC2,11832,7,10417,212,CL367,DNp103,1484,7,True,False
LC4,10944,26,10197,57,SAD098,DNp02,1482,26,True,True
LPLC2,20481,39,11513,38,LPLC4,DNp07,1482,38,True,True
LC4,17284,296,10001,5,,DNp01,1480,5,True,False
LPLC2,19677,37,524001,40,LPLC4,DNp05,1480,37,True,True
LC4,556303,211,10957,7,CB1498,DNp69,1477,7,True,False
LC4,10728,164,12628,9,WED116,DNpe042,1476,9,True,False
LC4,10728,164,575082,9,WED116,DNpe021,1476,9,True,False
LPLC2,29335,59,11020,25,LPLC4,DNp05,1475,25,True,True
LC4,12184,42,10091,35,PVLP122,DNpe042,1470,35,True,True
LC4,18907,147,10783,10,PVLP123,DNp09,1470,10,True,True
LC4,17404,35,10001,42,AVLP202,DNp01,1470,35,True,True
LPLC2,52691,113,12628,13,CB4162,DNpe042,1469,13,True,True
LC4,20338,163,33037,9,CB1498,DNp69,1467,9,True,False
LC4,16474,293,10283,5,LT60,DNp103,1465,5,True,False
LC4,13600,73,10417,20,CB2664,DNp103,1460,20,True,True
LPLC2,22028,27,10065,54,LPLC4,DNb05,1458,27,True,True
LPLC2,531620,31,10752,47,LPLC4,DNp03,1457,31,True,True
LPLC2,524502,47,10417,31,CB4163,DNp103,1457,31,True,True
LC4,10887,208,11137,7,IB114,DNp04,1456,7,True,False
LPLC2,29523,52,10584,28,CB1638,DNp06,1456,28,True,True
LC4,12395,208,11334,7,IB114,DNpe045,1456,7,True,False
LPLC2,13286,1454,10957,1,AVLP479,DNp69,1454,1,False,False
LC4,16904,484,10417,3,AVLP259,DNp103,1452,3,True,False
LPLC2,16904,121,10197,12,AVLP259,DNp02,1452,12,True,True
LPLC2,10992,363,10283,4,PVLP122,DNp103,1452,4,True,False
LC4,16904,484,10361,3,AVLP259,DNg40,1452,3,True,False
LPLC2,10992,363,531898,4,PVLP122,DNp04,1452,4,True,False
LC4,16904,484,10558,3,AVLP259,DNp35,1452,3,True,False
LC4,17556,290,524001,5,,DNp05,1450,5,True,False
LC4,17556,290,10010,5,,DNp01,1450,5,True,False
LC4,17556,290,12222,5,,DNpe031,1450,5,True,False
LPLC2,15935,63,10030,23,LPLC4,pIP1,1449,23,True,True
LC4,21342,362,11133,4,CL323,DNp70,1448,4,True,False
LC4,21342,362,10957,4,CL323,DNp69,1448,4,True,False
LC4,21342,362,10580,4,CL323,DNp70,1448,4,True,False
LPLC2,23203,241,10068,6,PVLP206m,DNp30,1446,6,True,False
LC4,13114,111,10923,13,SAD064,DNg40,1443,13,True,True
LPLC2,18314,39,10989,37,LPLC4,DNp03,1443,37,True,True
LC4,15414,103,10117,14,PVLP123,DNp02,1442,14,True,True
LPLC2,25839,40,10584,36,AVLP176_d,DNp06,1440,36,True,True
LPLC2,18943,32,10989,45,LPLC4,DNp03,1440,32,True,True
LPLC2,11883,288,10106,5,PVLP017,DNp11,1440,5,True,False
LPLC2,71157,36,10010,40,CB3513,DNp01,1440,36,True,True
LC4,11187,8,10228,180,LoVP54,DNp06,1440,8,True,False
LC4,517368,15,10244,96,CB3302,DNp55,1440,15,True,True
LC4,516152,36,10228,40,PVLP027,DNp06,1440,36,True,True
LC4,29859,144,11133,10,SAD023,DNp70,1440,10,True,True
LPLC2,11435,96,10989,15,LoVP54,DNp03,1440,15,True,True
LC4,516152,36,10923,40,PVLP027,DNg40,1440,36,True,True
LPLC2,21813,1436,11159,1,PVLP111,DNp71,1436,1,False,False
LPLC2,21813,1436,506334,1,PVLP111,DNp42,1436,1,False,False
LPLC2,21813,1436,10558,1,PVLP111,DNp35,1436,1,False,False
LC4,18340,287,10931,5,WED125,DNpe045,1435,5,True,False
LPLC2,10494,3,10234,478,AVLP076,DNp35,1434,3,True,False
LC4,526031,716,531898,2,PVLP021,DNp04,1432,2,False,False
LC4,526031,716,10223,2,PVLP021,DNpe056,1432,2,False,False
LC4,526031,716,519771,2,PVLP021,DNp71,1432,2,False,False
LC4,526031,716,10259,2,PVLP021,DNp11,1432,2,False,False
LC4,526031,716,10417,2,PVLP021,DNp103,1432,2,False,False
LPLC2,12723,9,10283,159,AVLP591,DNp103,1431,9,True,False
LC4,30883,159,10558,9,CL323,DNp35,1431,9,True,False
LC4,30883,159,33037,9,CL323,DNp69,1431,9,True,False
LPLC2,23147,1430,12628,1,PVLP111,DNpe042,1430,1,False,False
LPLC2,23147,1430,536048,1,PVLP111,DNp27,1430,1,False,False
LPLC2,23147,1430,11177,1,PVLP111,DNp09,1430,1,False,False
LPLC2,23664,55,10989,26,LPLC4,DNp03,1430,26,True,True
LPLC2,527699,22,10106,65,SAD064,DNp11,1430,22,True,True
LPLC2,13909,28,10030,51,LPLC4,pIP1,1428,28,True,True
LC4,11883,42,10001,34,PVLP017,DNp01,1428,34,True,True
LPLC2,16870,14,10283,102,CB3019,DNp103,1428,14,True,True
LPLC2,21483,34,10038,42,LPLC4,pIP1,1428,34,True,True
LPLC2,14862,1427,10063,1,AVLP479,DNp27,1427,1,False,False
LPLC2,10158,711,536048,2,LT56,DNp27,1422,2,False,False
LPLC2,92244,1421,10601,1,,DNpe025,1421,1,False,False
LC4,521693,29,11133,49,PVLP122,DNp70,1421,29,True,True
LPLC2,92244,1421,11159,1,,DNp71,1421,1,False,False
LPLC2,92244,1421,10283,1,,DNp103,1421,1,False,False
LPLC2,534040,142,11513,10,PVLP015,DNp07,1420,10,True,True
LPLC2,13648,157,11159,9,PVLP150,DNp71,1413,9,True,False
LPLC2,18661,30,10038,47,LPLC4,pIP1,1410,30,True,True
LPLC2,524502,47,519771,30,CB4163,DNp71,1410,30,True,True
LC4,11435,11,10584,128,LoVP54,DNp06,1408,11,True,True
LC4,18648,64,11020,22,PVLP100,DNp05,1408,22,True,True
LC4,11043,352,536048,4,LPT60,DNp27,1408,4,True,False
LC4,13472,8,10197,176,SAD053,DNp02,1408,8,True,False
LPLC2,28191,27,11020,52,LPLC4,DNp05,1404,27,True,True
LPLC2,23756,1403,536048,1,PVLP111,DNp27,1403,1,False,False
LPLC2,23756,1403,11133,1,PVLP111,DNp70,1403,1,False,False
LPLC2,23756,1403,10283,1,PVLP111,DNp103,1403,1,False,False
LPLC2,23756,1403,10584,1,PVLP111,DNp06,1403,1,False,False
LPLC2,23756,1403,575082,1,PVLP111,DNpe021,1403,1,False,False
LPLC2,13122,1401,524001,1,PVLP130,DNp05,1401,1,False,False
LPLC2,13122,1401,10259,1,PVLP130,DNp11,1401,1,False,False
LPLC2,13122,1401,10417,1,PVLP130,DNp103,1401,1,False,False
LPLC2,13122,1401,10223,1,PVLP130,DNpe056,1401,1,False,False
LPLC2,13122,1401,12222,1,PVLP130,DNpe031,1401,1,False,False
LPLC2,11507,70,10584,20,PLP211,DNp06,1400,20,True,True
LPLC2,562991,20,524001,70,LoVP85,DNp05,1400,20,True,True
LC4,21641,200,11513,7,,DNp07,1400,7,True,False
LC4,555383,5,10228,279,PVLP076,DNp06,1395,5,True,False
LC4,15815,697,10558,2,PVLP021,DNp35,1394,2,False,False
LC4,15815,697,10143,2,PVLP021,DNp30,1394,2,False,False
LC4,16930,348,11020,4,CB3513,DNp05,1392,4,True,False
LC4,38037,24,10417,58,PLP018,DNp103,1392,24,True,True
LC4,521693,29,10091,48,PVLP122,DNpe042,1392,29,True,True
LPLC2,11018,348,10223,4,AVLP258,DNpe056,1392,4,True,False
LPLC2,530085,278,10283,5,PVLP022,DNp103,1390,5,True,False
LPLC2,21466,139,10732,10,,DNpe056,1390,10,True,True
LC4,11677,347,10001,4,PVLP151,DNp01,1388,4,True,False
LC4,11102,154,10558,9,PVLP046,DNp35,1386,9,True,False
LPLC2,16445,173,10010,8,PVLP123,DNp01,1384,8,True,False
LPLC2,16445,173,10417,8,PVLP123,DNp103,1384,8,True,False
LC4,10263,60,10296,23,GNG300,DNge054,1380,23,True,True
LC4,16482,60,10091,23,PVLP123,DNpe042,1380,23,True,True
LC4,11440,46,10106,30,PLP060,DNp11,1380,30,True,True
LPLC2,570458,69,11133,20,AVLP176_d,DNp70,1380,20,True,True
LPLC2,10172,20,10244,69,AVLP080,DNp55,1380,20,True,True
LPLC2,14789,30,11177,46,PVLP070,DNp09,1380,30,True,True
LPLC2,530850,46,10558,30,AVLP176_d,DNp35,1380,30,True,True
LC4,12255,197,12222,7,PVLP019,DNpe031,1379,7,True,False
LC4,13825,197,10001,7,AVLP429,DNp01,1379,7,True,False
LC4,521326,688,10283,2,AVLP259,DNp103,1376,2,False,False
LC4,15052,172,522345,8,PVLP100,DNpe037,1376,8,True,False
LC4,15052,172,10118,8,PVLP100,DNb05,1376,8,True,False
LC4,521326,688,12222,2,AVLP259,DNpe031,1376,2,False,False
LPLC2,22620,43,10228,32,AVLP176_d,DNp06,1376,32,True,True
LPLC2,10277,49,10010,28,AMMC-A1,DNp01,1372,28,True,True
LPLC2,16475,28,10010,49,PVLP024,DNp01,1372,28,True,True
LC4,535044,49,11513,28,CL128a,DNp07,1372,28,True,True
LPLC2,18314,39,10038,35,LPLC4,pIP1,1365,35,True,True
LPLC2,20040,21,10118,65,LPLC4,DNb05,1365,21,True,True
LPLC2,525958,11,524001,124,PLP060,DNp05,1364,11,True,True
LC4,71157,682,522345,2,CB3513,DNpe037,1364,2,False,False
LC4,71157,682,11063,2,CB3513,DNge032,1364,2,False,False
LC4,525958,11,524001,124,PLP060,DNp05,1364,11,True,True
LC4,71157,682,10417,2,CB3513,DNp103,1364,2,False,False
LC4,71157,682,11020,2,CB3513,DNp05,1364,2,False,False
LPLC2,21352,47,10038,29,LPLC4,pIP1,1363,29,True,True
LC4,527699,454,575082,3,SAD064,DNpe021,1362,3,True,False
LPLC2,10020,85,10584,16,AMMC-A1,DNp06,1360,16,True,True
LC4,13405,34,11137,40,CB4179,DNp04,1360,34,True,True
LPLC2,18631,85,10038,16,LPLC4,pIP1,1360,16,True,True
LC4,12957,40,10417,34,LT61b,DNp103,1360,34,True,True
LC4,18275,59,531898,23,CL128a,DNp04,1357,23,True,True
LC4,10089,113,10361,12,PLP034,DNg40,1356,12,True,True
LPLC2,52691,113,10228,12,CB4162,DNp06,1356,12,True,True
LPLC2,95237,1355,11573,1,PVLP111,DNpe021,1355,1,False,False
LPLC2,18145,41,10752,33,LPLC4,DNp03,1353,33,True,True
LC4,521463,41,10197,33,CB3201,DNp02,1353,33,True,True
LC4,22309,270,10957,5,CB3201,DNp69,1350,5,True,False
LC4,17065,673,10143,2,CB3513,DNp30,1346,2,False,False
LC4,17065,673,10957,2,CB3513,DNp69,1346,2,False,False
LC4,17065,673,10558,2,CB3513,DNp35,1346,2,False,False
LC4,17065,673,524001,2,CB3513,DNp05,1346,2,False,False
LC4,17065,673,11334,2,CB3513,DNpe045,1346,2,False,False
LC4,17065,673,10118,2,CB3513,DNb05,1346,2,False,False
LC4,17065,673,10923,2,CB3513,DNg40,1346,2,False,False
LC4,19187,269,10228,5,WED125,DNp06,1345,5,True,False
LPLC2,27882,42,10989,32,LPLC4,DNp03,1344,32,True,True
LPLC2,20801,61,11020,22,LPLC4,DNp05,1342,22,True,True
LC4,532199,1341,10106,1,AMMC-A1,DNp11,1341,1,False,False
LC4,37598,134,531898,10,PVLP066,DNp04,1340,10,True,True
LC4,15861,134,524001,10,PVLP026,DNp05,1340,10,True,True
LC4,512121,89,10283,15,CB1280,DNp103,1335,15,True,True
LC4,512121,89,10361,15,CB1280,DNg40,1335,15,True,True
LC4,14091,267,10228,5,CB3544,DNp06,1335,5,True,False
LC4,10082,58,10283,23,AVLP016,DNp103,1334,23,True,True
LPLC2,27961,29,522345,46,,DNpe037,1334,29,True,True
LPLC2,10879,9,10283,148,AVLP076,DNp103,1332,9,True,False
LPLC2,11507,70,33037,19,PLP211,DNp69,1330,19,True,True
LC4,30194,95,531898,14,SAD013,DNp04,1330,14,True,True
LPLC2,517426,39,10417,34,PVLP026,DNp103,1326,34,True,True
LC4,12053,25,11088,53,SAD106,DNp55,1325,25,True,True
LPLC2,16438,662,531898,2,PVLP071,DNp04,1324,2,False,False
LC4,520222,147,524001,9,CB1958,DNp05,1323,9,True,False
LPLC2,18558,27,10752,49,LPLC4,DNp03,1323,27,True,True
LPLC2,11832,7,10283,189,CL367,DNp103,1323,7,True,False
LPLC2,14112,147,10068,9,AVLP370_a,DNp30,1323,9,True,False
LPLC2,25839,40,10417,33,AVLP176_d,DNp103,1320,33,True,True
LPLC2,10173,1320,531898,1,PVLP151,DNp04,1320,1,False,False
LPLC2,10172,20,10752,66,AVLP080,DNp03,1320,20,True,True
LPLC2,10173,1320,10259,1,PVLP151,DNp11,1320,1,False,False
LPLC2,17831,55,11513,24,LPLC4,DNp07,1320,24,True,True
LPLC2,23237,40,10752,33,LPLC4,DNp03,1320,33,True,True
LPLC2,10173,1320,11088,1,PVLP151,DNp55,1320,1,False,False
LPLC2,522464,24,10118,55,LPLC4,DNb05,1320,24,True,True
LPLC2,10173,1320,10197,1,PVLP151,DNp02,1320,1,False,False
LPLC2,10173,1320,10989,1,PVLP151,DNp03,1320,1,False,False
LPLC2,10173,1320,11290,1,PVLP151,DNp66,1320,1,False,False
LPLC2,10173,1320,10580,1,PVLP151,DNp70,1320,1,False,False
LC4,11272,8,10361,165,PVLP062,DNg40,1320,8,True,False
LPLC2,16475,28,524001,47,PVLP024,DNp05,1316,28,True,True
LC4,12215,1313,11020,1,PVLP122,DNp05,1313,1,False,False
LC4,12215,1313,10296,1,PVLP122,DNge054,1313,1,False,False
LPLC2,16482,101,10001,13,PVLP123,DNp01,1313,13,True,True
LC4,12215,1313,10732,1,PVLP122,DNpe056,1313,1,False,False
LPLC2,19748,41,10038,32,PVLP028,pIP1,1312,32,True,True
LC4,521463,41,10228,32,CB3201,DNp06,1312,32,True,True
LPLC2,17307,32,10989,41,LPLC4,DNp03,1312,32,True,True
LC4,10115,57,10228,23,AVLP016,DNp06,1311,23,True,True
LPLC2,570458,69,10234,19,AVLP176_d,DNp35,1311,19,True,True
LC4,12236,187,12628,7,LC31b,DNpe042,1309,7,True,False
LC4,12275,435,519771,3,PVLP151,DNp71,1305,3,True,False
LC4,556817,186,10091,7,SAD023,DNpe042,1302,7,True,False
LPLC2,19529,25,10065,52,LPLC4,DNb05,1300,25,True,True
LPLC2,15994,22,10010,59,CB3513,DNp01,1298,22,True,True
